2020-08-02 19:13:46.103340;h
2020-08-03 10:52:15.549119;/msnasd
2020-08-03 10:52:17.737527;ksdas
2020-08-03 10:52:21.264206;quit
2020-08-03 10:54:57.412972;/get- ping www.google.com -c 4
2020-08-03 10:55:20.528618;/get- ping ww.google.com -c 1
2020-08-03 10:57:48.890284;get -ls /home
2020-08-03 11:11:38.830683;s
2020-08-03 11:12:47.944717;g
2020-08-03 11:13:52.413280;get - ls /
